"Félév","Pedagógia szakas","Tantárgy","Műveltségterület","Tanulási Eredmény","",""
"3","7-8","KULT","Ének-zene  b változat","Felismerik és megszólaltatják a tanult zenei elemeket (metrum, dinamikai jelzések, ritmus, dallam).","",""
"3","7-8","KULT","Ének-zene  b változat","Fejlődik zenei memóriájuk és belső hallásuk.","",""
"3","7-8","KULT","Ének-zene  b változat","Fejlődik formaérzékük, a formai építkezés jelenségeit felismerik és meg tudják fogalmazni.","",""
"3","7-8","KULT","Ének-zene  b változat","Fejlődik hangszínhallásuk. Megkülönböztetik a cimbalom, lant, csembaló, orgona, szaxofon hangszínét. Ismerik a hangszerek alapvető jellegzetességeit.","",""
"4","7-8","KULT","Ének-zene  b változat","A zenei korszakokból kiválasztott zeneművek közül 20-25 alkotást/műrészletet ismernek.","",""
"1","11-12","Harmónia","Etika","A tanulók ismerik az erkölcsi hagyomány legfontosabb elemeit, és e tudás birtokában képesek a mindennapi életben felmerülő erkölcsi problémák felismerésére és kezelésére.","",""
"2","11-12","Harmónia","Etika","Értékítéleteiket ésszerű érvekkel tudják alátámasztani, képesek a felelős mérlegelésen alapuló döntésre. Rendelkeznek az etikai és közéleti vitákban való részvételhez, saját álláspontjuk megvédéséhez, illetve továbbfejlesztéséhez szükséges készségekkel és képességekkel.","",""
"1","11-12","Harmónia","Etika","Képesek elfogadni, megérteni és tisztelni a magukétól eltérő nézeteket.","",""
"1","11-12","Harmónia","Etika","Ismerik azokat az értékelveket, magatartásszabályokat és beállítódásokat, amelyeknek a közmegegyezés kitüntetett erkölcsi jelentőséget tulajdonít.","",""
"1","9-10","STEM","Földrajz","A tanulók legyenek képesek a különböző szempontból elsajátított földrajzi (általános és leíró természet-, illetve társadalom-, valamint gazdaságföldrajzi) ismereteik szintetizálására. Rendelkezzenek valós képzetekkel a környezeti elemek méreteiről, a számszerűen kifejezhető adatok és az időbeli változások nagyságrendjéről.","",""
"1","9-10","STEM","Földrajz","Legyenek képesek a térkép információforrásként történő használatára, a leolvasott adatok értelmezésére. Ismerjék fel a Világegyetem és a Naprendszer felépítésében, a bolygók mozgásában megnyilvánuló törvényszerűségeket.","",""
"4","9-10","STEM","Földrajz","Tudjanak tájékozódni a földtörténeti időben, ismerjék a kontinenseket felépítő nagyszerkezeti egységek kialakulásának időbeli rendjét, földrajzi elhelyezkedését.","",""
"4","9-10","STEM","Földrajz","Legyenek képesek megadott szempontok alapján bemutatni az egyes geoszférák sajátosságait, jellemző folyamatait és azok összefüggéseit. Lássák be, hogy az egyes geoszférákat ért környezeti károk hatása más szférákra is kiterjedhet.","",""
"4","9-10","STEM","Földrajz","Legyenek képesek a földrajzi övezetesség kialakulásában megnyilvánuló összefüggések és törvényszerűségek értelmezésére.","",""
"4","9-10","STEM","Földrajz","Legyenek képesek alapvető összefüggések és törvényszerűségek felismerésére és megfogalmazására az egész Földre jellemző társadalmi-gazdasági folyamatokkal kapcsolatosan.","",""
"3","9-10","STEM","Földrajz","Tudják elhelyezni az egyes országokat, országcsoportokat és integrációkat a világ társadalmi-gazdasági folyamataiban, tudják értelmezni a világgazdaságban betöltött szerepüket.","",""
"3","9-10","STEM","Földrajz","Legyenek képesek összevetni és értékelni az egyes térségek, illetve országok eltérő társadalmi-gazdasági adottságait és az adottságok jelentőségének időbeli változásait.","",""
"2","9-10","STEM","Földrajz","Ismerjék a globalizáció gazdasági és társadalmi hatását, értelmezzék ellentmondásait.","",""
"3","9-10","STEM","Földrajz","Ismerjék a monetáris világ jellemző folyamatait, azok társadalmi-gazdasági hatásait.","",""
"3","9-10","STEM","Földrajz","Ismerjék hazánk társadalmi-gazdasági fejlődésének jellemzőit, a gazdasági fejlettség területi különbségeit és ennek okait.","",""
"4","9-10","STEM","Földrajz","Példákkal támasszák alá Európai Unió egészére kiterjedő, illetve a környezető országokkal kialakult regionális együttműködések szerepét","",""
"3","9-10","STEM","Földrajz","Tudják elhelyezni hazánkat a világgazdaság folyamataiban.","",""
"3","9-10","STEM","Földrajz","Tudják példákkal bizonyítani a társadalmi-gazdasági folyamatok környezetkárosító hatását, a lokális problémák globális következmények elvének érvényesülését. Ismerjék az egész Földünket érintő globális társadalmi és gazdasági problémákat.","",""
"1","9-10","STEM","Földrajz","Tudjanak érvelni a fenntarthatóságot szem előtt tartó gazdaság, illetve gazdálkodás fontossága mellett.","",""
"1","9-10","STEM","Földrajz","Ismerjék az egyén szerepét és lehetőségeit a környezeti problémák mérséklésben, nevezzék meg konkrét példáit.","",""
"1","9-10","STEM","Földrajz","Legyenek képesek természet-, illetve társadalom- és gazdaságföldrajzi megfigyelések elvégzésére, a tapasztalatok rögzítésére és összegzésére.","",""
"1","9-10","STEM","Földrajz","Legyenek képesek különböző nyomtatott és elektronikus információhordozókból földrajzi tartalmú információk gyűjtésére és feldolgozására, az információk összegzésére, a lényeges elemek kiemelésére. Ennek során alkalmazzák digitális ismereteiket.","",""
"1","9-10","STEM","Földrajz","Legyenek képesek véleményüket a földrajzi gondolkodásnak megfelelően megfogalmazni, logikusan érvelni.","",""
"1","9-10","STEM","Földrajz","Tudják alkalmazni ismereteiket földrajzi tartalmú problémák megoldása során a mindennapi életben.","",""
"1","9-10","STEM","Földrajz","Tudják földrajzi ismereteiket felhasználni különböző döntéshelyzetekben.","",""
"2","9-10","STEM","Földrajz","Legyenek képesek a társakkal való együttműködésre a földrajzi-környezeti tartalmú feladatok megoldásakor.","",""
"4","9-10","STEM","Földrajz","Alakuljon ki bennük az igény arra, hogy későbbi életük folyamán önállóan gyarapítsák tovább földrajzi ismereteiket.","",""
"4","9-10","STEM","Földrajz","Legyenek képesek topográfiai tudásuk alkalmazására más tantárgyak tanulása során, illetve a mindennapi életben.","",""
"2","9-10","STEM","Földrajz","Ismereteik alapján biztonsággal tájékozódjanak a földrajzi térben, illetve az azt megjelenítő különböző térképeken. Ismerjék a tananyagban meghatározott topográfiai fogalmakhoz kapcsolódó tartalmakat.","",""
"1","5-6","Harmónia","Informatika","ismerje a számítógép részeinek és perifériáinak funkcióit, tudja azokat önállóan használni;","",""
"1","5-6","Harmónia","Informatika","tudjon a könyvtárszerkezetben tájékozódni, mozogni, könyvtárat váltani, fájlt keresni;","",""
"1","5-6","Harmónia","Informatika","tudjon segítséggel használni multimédiás oktatóprogramokat;","",""
"1","5-6","Harmónia","Informatika","tudjon az iskolai hálózatba belépni, onnan kilépni, ismerje és tartsa be a hálózat használatának szabályait;","",""
"1","5-6","Harmónia","Informatika","ismerje egy vírusellenőrző program kezelését.","",""
"1","5-6","Harmónia","Informatika","ismerje a szövegszerkesztés alapfogalmait, legyen képes önállóan elvégezni a leggyakoribb karakter- és bekezdésformázásokat;","",""
"1","5-6","Harmónia","Informatika","használja a szövegszerkesztő nyelvi segédeszközeit;","",""
"1","5-6","Harmónia","Informatika","ismerje egy bemutatókészítő program egyszerű lehetőségeit, tudjon rövid bemutatót készíteni;","",""
"3","5-6","Harmónia","Informatika","ismerje fel az összetartozó adatok közötti egyszerű összefüggéseket;","",""
"4","5-6","Harmónia","Informatika","segítséggel tudjon használni tantárgyi, könyvtári, hálózati adatbázisokat, tudjon különféle adatbázisokban keresni;","",""
"2","5-6","Harmónia","Informatika","tudjon különböző dokumentumokból származó részleteket saját munkájában elhelyezni.","",""
"3","5-6","Harmónia","Informatika","legyen képes összegyűjteni a problémamegoldáshoz szükséges információt;","",""
"4","5-6","Harmónia","Informatika","ismerje a problémamegoldás alapvető lépéseit;","",""
"3","5-6","Harmónia","Informatika","képes legyen önállóan vagy segítséggel algoritmust készíteni;","",""
"3","5-6","Harmónia","Informatika","tudjon egyszerű programot készíteni;","",""
"4","5-6","Harmónia","Informatika","legyen képes egy fejlesztőrendszer alapszintű használatára;","",""
"1","5-6","Harmónia","Informatika","a problémamegoldás során legyen képes együttműködni társaival.","",""
"1","5-6","Harmónia","Informatika","legyen képes a böngészőprogram főbb funkcióinak használatára;","",""
"1","5-6","Harmónia","Informatika","legyen képes tanári segítséggel megadott szempontok szerint információt keresni;","",""
"1","5-6","Harmónia","Informatika","legyen képes a találatok értelmezésére;","",""
"1","5-6","Harmónia","Informatika","legyen képes az elektronikus levelezőrendszer önálló kezelésére;","",""
"1","5-6","Harmónia","Informatika","legyen képes elektronikus és internetes médiumok használatára;","",""
"1","5-6","Harmónia","Informatika","legyen képes az interneten talált információk mentésére;","",""
"1","5-6","Harmónia","Informatika","ismerje a netikett szabályait.","",""
"2","5-6","Harmónia","Informatika","ismerje az informatikai biztonsággal kapcsolatos fogalmakat;","",""
"2","5-6","Harmónia","Informatika","ismerje az adatvédelemmel kapcsolatos fogalmakat;","",""
"2","5-6","Harmónia","Informatika","ismerje az adatvédelem érdekében alkalmazható lehetőségeket;","",""
"2","5-6","Harmónia","Informatika","ismerje az informatikai eszközök etikus használatára vonatkozó szabályokat;","",""
"2","5-6","Harmónia","Informatika","szerezzen gyakorlatot az információforrások saját dokumentumokban való feltüntetésében.","",""
"1","5-6","Harmónia","Informatika","a különböző konkrét tantárgyi feladataihoz képes az iskolai könyvtárban a megadott forrásokat megtalálni, és további releváns forrásokat keresni;","",""
"2","5-6","Harmónia","Informatika","konkrét nyomtatott és elektronikus forrásokban képes megkeresni a megoldáshoz szükséges információkat;","",""
"2","5-6","Harmónia","Informatika","el tudja dönteni, mikor vegye igénybe az iskolai vagy a lakóhelyi könyvtár szolgáltatásait.","",""
"1","7-8","Harmónia","Informatika","ismerje meg a különböző informatikai környezeteket;","",""
"1","7-8","Harmónia","Informatika","tudja használni az operációs rendszer és a számítógépes hálózat alapszolgáltatásait;","",""
"1","7-8","Harmónia","Informatika","segítséggel legyen képes az adott feladat megoldásához alkalmas hardver- és szoftvereszközök kiválasztására.","",""
"1","7-8","Harmónia","Informatika","tudjon dokumentumokba különböző objektumokat beilleszteni;","",""
"1","7-8","Harmónia","Informatika","tudjon szöveget, képet és táblázatot is tartalmazó dokumentumot minta vagy leírás alapján elkészíteni;","",""
"1","7-8","Harmónia","Informatika","tudjon egyszerű táblázatot létrehozni;","",""
"1","7-8","Harmónia","Informatika","ismerje a diagramok szerkesztésének, módosításának lépéseit;","",""
"1","7-8","Harmónia","Informatika","tudjon bemutatót készíteni.","",""
"2","7-8","Harmónia","Informatika","lássa át a problémamegoldás folyamatát;","",""
"2","7-8","Harmónia","Informatika","ismerje és használja az algoritmusleíró eszközöket;","",""
"2","7-8","Harmónia","Informatika","ismerje egy programozási nyelv alapszintű utasításait;","",""
"3","7-8","Harmónia","Informatika","tudjon kódolni algoritmusokat;","",""
"3","7-8","Harmónia","Informatika","tudjon egyszerű vezérlési feladatokat megoldani fejlesztői környezetben;","",""
"3","7-8","Harmónia","Informatika","ismerjen és alkalmazzon tervezési eljárásokat;","",""
"3","7-8","Harmónia","Informatika","legyen képes meghatározni az eredményt a bemenő adatok alapján;","",""
"3","7-8","Harmónia","Informatika","legyen képes tantárgyi szimulációs programok használatára.","",""
"1","7-8","Harmónia","Informatika","legyen képes megkeresni a kívánt információt;","",""
"1","7-8","Harmónia","Informatika","legyen képes az információ értékelésére;","",""
